case_type,amount_due,days_overdue,npa_status,payment_history_score,total_past_defaults,failure_reason,recovered
loan,42872.99,43,SMA-1,0.2955,2,insufficient_funds,0
loan,6365.92,39,SMA-1,0.5821,3,missed_emi,0
transaction,16954.35,28,SMA-0,0.7424,1,otp_failure,1
transaction,9476.42,65,SMA-1,0.5885,2,insufficient_funds,0
loan,14791.46,74,SMA-2,0.9553,0,insufficient_funds,0
transaction,3108.67,88,SMA-2,0.2723,5,insufficient_funds,0
transaction,19089.49,113,NPA,0.628,3,insufficient_funds,0
loan,8269.95,21,SMA-0,0.3938,0,missed_emi,0
loan,13959.2,68,SMA-2,0.3095,3,missed_emi,0
loan,20652.01,33,SMA-1,0.9521,2,missed_emi,0
loan,32910.57,63,SMA-2,0.8619,0,missed_emi,0
transaction,11123.62,41,SMA-1,0.6135,1,bank_downtime,1
transaction,2950.05,119,NPA,0.7795,1,otp_failure,0
loan,18037.76,70,SMA-2,0.4155,0,bank_downtime,0
transaction,5155.66,108,NPA,0.3884,4,card_declined,0
transaction,4664.09,85,NPA,0.2049,3,insufficient_funds,0
loan,23501.5,97,NPA,0.7396,1,missed_emi,0
transaction,14228.61,82,SMA-2,0.8222,0,card_declined,0
transaction,4740.33,39,SMA-1,0.4808,3,otp_failure,1
transaction,7650.24,20,Standard,0.2776,4,card_declined,1
transaction,8122.89,30,SMA-0,0.7783,1,bank_downtime,1
transaction,19540.9,1,SMA-0,0.7538,3,card_declined,1
transaction,19115.99,46,SMA-1,0.7273,0,bank_downtime,0
transaction,16102.68,44,SMA-1,0.4517,3,card_declined,0
loan,15874.65,46,SMA-1,0.58,2,insufficient_funds,0
loan,8061.68,113,NPA,0.9164,0,insufficient_funds,0
transaction,6679.63,99,NPA,0.5171,1,card_declined,0
loan,17005.75,12,SMA-0,0.8986,0,bank_downtime,1
transaction,10365.55,30,SMA-0,0.6383,2,card_declined,0
transaction,15665.69,35,SMA-0,0.6856,2,insufficient_funds,0
loan,43624.53,29,SMA-0,0.708,1,missed_emi,1
transaction,16974.85,80,SMA-2,0.9009,0,card_declined,0
loan,21185.4,46,SMA-1,0.6656,3,insufficient_funds,1
transaction,13901.07,51,SMA-1,0.3858,3,card_declined,0
loan,19077.54,88,SMA-2,0.1829,4,missed_emi,0
transaction,1687.66,81,SMA-2,0.7803,2,otp_failure,0
loan,36570.44,10,SMA-0,0.4377,1,missed_emi,0
transaction,691.64,68,SMA-2,0.7853,1,otp_failure,0
loan,23413.22,37,SMA-1,0.3883,1,missed_emi,1
transaction,6922.9,24,SMA-0,0.401,1,otp_failure,0
transaction,14020.86,3,SMA-0,0.742,2,insufficient_funds,1
loan,39481.05,42,SMA-2,0.801,0,missed_emi,0
transaction,6429.85,29,SMA-0,0.5121,2,insufficient_funds,0
loan,41523.22,20,SMA-0,0.8082,0,insufficient_funds,1
loan,18226.25,65,SMA-2,0.3709,3,missed_emi,0
transaction,9203.36,76,SMA-2,0.2819,1,card_declined,0
loan,37715.83,19,SMA-0,0.7211,2,missed_emi,0
transaction,14011.94,3,SMA-0,0.5571,1,insufficient_funds,1
loan,49431.58,88,SMA-2,0.5614,3,insufficient_funds,0
transaction,4890.64,0,Standard,0.6445,1,card_declined,1
transaction,13415.2,104,NPA,0.473,2,insufficient_funds,0
loan,32435.69,57,SMA-1,0.4148,3,bank_downtime,0
loan,46179.43,26,SMA-0,0.8049,0,missed_emi,1
transaction,3549.06,19,SMA-0,0.724,1,insufficient_funds,0
loan,38830.92,0,Standard,0.6793,0,insufficient_funds,1
transaction,11581.24,18,SMA-0,0.9123,0,insufficient_funds,1
transaction,5855.98,10,SMA-0,0.4752,5,card_declined,0
transaction,9751.48,55,SMA-1,0.7898,0,bank_downtime,0
transaction,7008.64,13,SMA-0,0.8017,1,card_declined,1
transaction,11796.61,46,SMA-1,0.6519,1,insufficient_funds,0
transaction,17835.51,53,SMA-1,0.8715,0,bank_downtime,0
loan,30618.72,24,SMA-0,0.4701,4,insufficient_funds,0
loan,33427.51,2,Standard,0.5987,4,missed_emi,0
loan,28343.65,2,SMA-1,0.8248,2,missed_emi,0
transaction,1497.73,1,SMA-0,0.4008,2,card_declined,1
transaction,5040.74,71,SMA-2,0.6281,1,insufficient_funds,0
loan,27140.08,26,Standard,0.5367,2,missed_emi,0
loan,18960.59,79,SMA-2,0.7439,1,insufficient_funds,0
transaction,4044.39,36,SMA-1,0.3514,3,card_declined,0
loan,27685.98,38,SMA-1,0.857,1,insufficient_funds,0
loan,19526.44,44,SMA-1,0.8838,1,bank_downtime,1
loan,16614.84,68,SMA-2,0.3591,2,insufficient_funds,0
loan,25879.34,22,SMA-0,0.526,2,insufficient_funds,1
loan,10997.79,9,SMA-0,0.4307,4,insufficient_funds,1
transaction,18591.04,49,SMA-1,0.7387,1,card_declined,0
loan,44046.59,26,Standard,0.8034,0,insufficient_funds,0
loan,36842.93,37,SMA-1,0.5695,0,missed_emi,0
transaction,2571.17,59,SMA-1,0.9569,0,insufficient_funds,1
transaction,15629.61,43,SMA-1,0.451,2,otp_failure,0
transaction,16255.17,56,SMA-1,0.5258,1,otp_failure,1
loan,39549.41,48,SMA-1,0.6141,0,missed_emi,0
loan,10128.46,71,SMA-2,0.581,2,bank_downtime,0
transaction,13056.21,67,SMA-2,0.2988,3,insufficient_funds,0
transaction,16769.33,47,SMA-1,0.4071,0,insufficient_funds,0
transaction,11758.39,63,NPA,0.483,3,card_declined,0
loan,34088.33,92,NPA,0.8086,0,insufficient_funds,0
loan,25626.36,36,SMA-1,0.404,1,insufficient_funds,0
loan,28791.83,34,SMA-1,0.5723,3,insufficient_funds,0
transaction,1170.35,75,SMA-2,0.7958,1,bank_downtime,0
transaction,12959.78,52,SMA-1,0.4301,1,card_declined,0
transaction,2088.22,5,SMA-0,0.3789,4,card_declined,1
transaction,8982.78,95,NPA,0.5937,1,otp_failure,0
loan,18169.48,2,SMA-0,0.2486,4,missed_emi,0
loan,29544.26,73,SMA-2,0.748,2,missed_emi,0
loan,11003.74,74,SMA-2,0.7237,1,insufficient_funds,0
loan,36123.95,108,SMA-2,0.5557,0,bank_downtime,0
transaction,16002.72,4,SMA-0,0.332,1,card_declined,0
loan,12350.95,54,SMA-1,0.7921,0,missed_emi,0
loan,9694.09,36,SMA-0,0.5585,3,missed_emi,0
loan,11548.2,27,SMA-0,0.6269,1,missed_emi,0
transaction,17603.99,6,SMA-0,0.9087,0,otp_failure,1
transaction,10799.69,50,SMA-1,0.4849,2,card_declined,0
transaction,9611.59,41,SMA-1,0.5432,1,otp_failure,0
loan,9802.03,8,SMA-0,0.5755,1,missed_emi,0
loan,34230.02,55,SMA-1,0.3776,2,missed_emi,0
transaction,17425.99,71,SMA-2,0.8234,1,otp_failure,0
loan,42268.36,75,SMA-2,0.7493,0,missed_emi,0
loan,33172.46,98,NPA,0.8159,0,missed_emi,0
transaction,1967.93,34,SMA-1,0.8259,0,card_declined,0
transaction,2691.74,108,NPA,0.625,1,otp_failure,0
loan,7218.9,91,NPA,0.8596,0,missed_emi,0
transaction,5520.84,24,SMA-0,0.6818,0,otp_failure,1
loan,11104.77,12,SMA-0,0.4869,2,bank_downtime,1
transaction,5570.94,37,SMA-1,0.4823,2,card_declined,0
loan,22327.61,33,SMA-1,0.8731,0,missed_emi,0
transaction,18888.16,51,SMA-1,0.5689,3,otp_failure,0
transaction,12402.33,52,SMA-1,0.8765,0,insufficient_funds,1
loan,42573.82,73,SMA-2,0.5562,3,missed_emi,0
transaction,14351.85,44,SMA-1,0.7514,1,card_declined,1
transaction,2693.81,8,Standard,0.7548,2,insufficient_funds,0
transaction,14850.45,89,SMA-1,0.8898,0,bank_downtime,1
loan,17379.45,25,Standard,0.7067,0,missed_emi,0
loan,33759.85,113,SMA-2,0.7203,2,missed_emi,0
loan,20343.29,9,SMA-0,0.6405,2,insufficient_funds,0
transaction,19954.61,109,NPA,0.5222,4,insufficient_funds,0
transaction,5639.25,7,SMA-0,0.5627,1,otp_failure,1
transaction,5943.04,18,SMA-0,0.7785,1,insufficient_funds,0
transaction,18648.11,3,SMA-0,0.9085,0,otp_failure,1
transaction,980.57,67,SMA-2,0.8343,1,insufficient_funds,0
transaction,14085.44,88,SMA-2,0.773,4,otp_failure,0
transaction,14643.86,36,SMA-1,0.8413,0,bank_downtime,1
loan,42637.04,103,NPA,0.7076,1,bank_downtime,0
transaction,19501.57,53,SMA-1,0.8512,0,bank_downtime,0
transaction,19524.24,57,SMA-0,0.4597,2,insufficient_funds,0
loan,7937.45,87,SMA-2,0.7099,1,bank_downtime,1
transaction,16525.87,24,Standard,0.6594,0,bank_downtime,1
loan,34083.95,29,SMA-0,0.7431,1,insufficient_funds,0
loan,34130.4,98,NPA,0.4411,1,insufficient_funds,0
loan,10775.75,97,NPA,0.7333,1,insufficient_funds,0
transaction,13178.65,114,NPA,0.7609,1,bank_downtime,0
loan,49211.72,97,NPA,0.3538,4,missed_emi,0
transaction,18280.46,9,SMA-0,0.6117,1,insufficient_funds,0
transaction,9063.05,84,SMA-2,0.5845,2,card_declined,0
transaction,1278.99,34,SMA-2,0.9014,0,insufficient_funds,0
loan,21303.21,118,NPA,0.5171,3,insufficient_funds,0
transaction,16614.61,40,SMA-1,0.5296,1,insufficient_funds,0
transaction,14179.23,49,SMA-1,0.7003,4,otp_failure,1
loan,25670.46,46,SMA-1,0.8479,0,bank_downtime,1
transaction,1574.48,26,SMA-0,0.664,0,insufficient_funds,1
transaction,8824.45,5,SMA-0,0.2425,3,insufficient_funds,0
transaction,9645.99,96,NPA,0.6914,0,insufficient_funds,0
transaction,18606.83,80,SMA-2,0.8068,0,card_declined,0
transaction,13001.18,10,SMA-0,0.8421,0,otp_failure,1
transaction,6577.23,77,SMA-2,0.8194,0,insufficient_funds,0
loan,28639.32,57,SMA-1,0.7636,0,missed_emi,0
transaction,1788.08,34,SMA-1,0.7975,1,insufficient_funds,1
transaction,19465.08,20,SMA-0,0.5287,3,card_declined,0
loan,21202.7,90,SMA-2,0.5908,2,insufficient_funds,0
transaction,9818.41,66,SMA-2,0.6281,1,card_declined,0
loan,20987.78,48,SMA-1,0.5072,1,insufficient_funds,0
transaction,13808.98,55,SMA-1,0.0856,1,card_declined,0
transaction,13413.53,7,SMA-0,0.4619,3,otp_failure,0
transaction,14448.79,40,SMA-1,0.7404,1,bank_downtime,1
transaction,5728.79,15,SMA-0,0.7702,1,otp_failure,0
transaction,6655.54,16,SMA-1,0.38,2,otp_failure,1
transaction,2942.4,61,SMA-2,0.9161,0,bank_downtime,1
transaction,13282.44,99,NPA,0.52,3,card_declined,0
transaction,1276.04,34,SMA-1,0.3137,3,insufficient_funds,0
transaction,12154.81,16,SMA-0,0.9278,3,card_declined,1
transaction,17459.07,60,SMA-1,0.8361,5,card_declined,0
transaction,17871.23,92,NPA,0.2801,4,insufficient_funds,0
transaction,9256.24,73,SMA-2,0.3846,2,insufficient_funds,0
loan,25668.67,91,NPA,0.3788,2,insufficient_funds,0
transaction,2000.9,47,SMA-1,0.5193,2,insufficient_funds,0
loan,35184.43,73,SMA-2,0.7489,4,insufficient_funds,0
loan,41956.67,10,SMA-0,0.7332,1,missed_emi,1
transaction,5270.77,28,SMA-0,0.6876,2,otp_failure,0
loan,23958.54,32,SMA-0,0.4663,4,missed_emi,0
loan,42747.77,44,SMA-1,0.7364,2,missed_emi,0
transaction,17603.85,103,NPA,0.5376,2,insufficient_funds,0
transaction,5242.01,92,NPA,0.6156,0,card_declined,0
loan,29775.68,10,SMA-1,0.885,0,missed_emi,1
loan,13662.19,13,SMA-0,0.5658,2,insufficient_funds,0
transaction,2486.64,29,SMA-0,0.4821,4,insufficient_funds,1
transaction,18266.85,23,SMA-0,0.4364,3,bank_downtime,1
transaction,16499.9,56,SMA-1,0.7013,0,otp_failure,0
transaction,15320.68,97,NPA,0.3415,3,insufficient_funds,0
loan,7194.48,110,NPA,0.8465,0,bank_downtime,0
transaction,16952.71,60,SMA-1,0.7186,1,insufficient_funds,0
transaction,9041.86,86,SMA-2,0.7917,0,card_declined,0
loan,20407.78,46,SMA-0,0.663,1,missed_emi,0
transaction,11156.29,16,Standard,0.3673,5,otp_failure,0
transaction,2281.39,46,SMA-1,0.8639,2,insufficient_funds,0
loan,39049.09,49,SMA-1,0.3039,3,missed_emi,0
loan,31209.58,72,SMA-2,0.5652,2,missed_emi,0
transaction,4138.51,17,SMA-1,0.5678,1,insufficient_funds,0
transaction,4170.53,30,SMA-0,0.5544,3,card_declined,0
transaction,4092.85,30,SMA-0,0.495,0,card_declined,1
transaction,1611.55,110,NPA,0.489,1,card_declined,0
transaction,11962.07,37,SMA-1,0.6947,0,insufficient_funds,0
transaction,16886.79,73,SMA-2,0.2983,3,otp_failure,0
transaction,841.22,73,SMA-2,0.6469,2,otp_failure,0
transaction,1455.59,21,SMA-0,0.5728,5,card_declined,0
transaction,11669.02,51,SMA-1,0.2251,3,insufficient_funds,0
transaction,16480.17,96,NPA,0.3029,3,insufficient_funds,0
transaction,6871.41,41,SMA-0,0.3388,2,insufficient_funds,0
transaction,7317.48,106,NPA,0.5949,2,insufficient_funds,0
transaction,12128.76,17,SMA-0,0.5735,3,card_declined,0
loan,17339.58,5,Standard,0.7451,1,bank_downtime,1
transaction,1018.86,95,NPA,0.5962,1,otp_failure,0
loan,38085.28,88,SMA-2,0.6681,2,insufficient_funds,0
loan,33154.25,118,NPA,0.3881,2,missed_emi,0
transaction,11824.74,63,SMA-2,0.6882,0,card_declined,0
transaction,14962.84,104,NPA,0.7349,1,card_declined,0
transaction,13667.0,84,SMA-2,0.6946,0,otp_failure,0
transaction,4514.7,87,SMA-2,0.2263,3,bank_downtime,0
loan,20861.65,51,SMA-1,0.5822,2,insufficient_funds,0
transaction,2959.15,32,SMA-1,0.7356,1,bank_downtime,1
transaction,3032.21,104,NPA,0.4051,4,otp_failure,0
transaction,13685.82,36,SMA-1,0.6183,2,otp_failure,0
transaction,17242.7,47,SMA-2,0.3381,2,card_declined,0
loan,48322.97,38,SMA-1,0.8562,1,missed_emi,0
transaction,12752.77,50,SMA-1,0.4443,2,otp_failure,0
transaction,4089.98,40,SMA-1,0.442,3,insufficient_funds,0
loan,9754.27,3,SMA-0,0.4138,3,missed_emi,0
loan,41578.29,94,NPA,0.3395,2,insufficient_funds,0
transaction,11785.75,38,SMA-1,0.7448,1,card_declined,1
transaction,12556.56,53,SMA-1,0.6123,2,insufficient_funds,0
transaction,15738.51,10,SMA-0,0.9257,0,otp_failure,1
transaction,14213.91,0,Standard,0.4863,1,otp_failure,1
transaction,16771.94,19,SMA-0,0.2221,1,insufficient_funds,0
transaction,1596.17,67,SMA-2,0.803,0,bank_downtime,1
transaction,15076.65,7,SMA-0,0.4695,0,bank_downtime,1
transaction,17091.63,99,NPA,0.5021,2,insufficient_funds,0
loan,17876.08,17,SMA-0,0.8245,0,insufficient_funds,0
transaction,12988.72,16,SMA-0,0.7414,0,insufficient_funds,0
transaction,6626.16,14,SMA-0,0.8655,1,card_declined,1
transaction,19180.44,1,Standard,0.2826,5,card_declined,0
loan,6504.06,76,SMA-2,0.9123,2,insufficient_funds,0
transaction,11805.96,92,NPA,0.2671,2,bank_downtime,0
transaction,3746.82,56,SMA-1,0.7623,2,card_declined,0
loan,37049.91,14,Standard,0.3108,5,insufficient_funds,0
loan,12915.06,23,SMA-0,0.6951,3,bank_downtime,0
loan,15592.25,41,SMA-1,0.4186,3,missed_emi,0
transaction,10140.23,108,NPA,0.5401,3,bank_downtime,0
transaction,18339.28,19,SMA-0,0.7551,1,card_declined,0
loan,14527.15,70,SMA-2,0.7328,0,missed_emi,1
loan,11490.8,37,SMA-1,0.8142,0,missed_emi,0
transaction,15300.05,24,SMA-0,0.3401,1,insufficient_funds,0
transaction,10262.08,39,SMA-2,0.6421,5,insufficient_funds,0
transaction,18279.81,5,SMA-0,0.5464,2,insufficient_funds,0
loan,11597.66,80,SMA-2,0.5537,4,bank_downtime,0
transaction,13095.59,19,Standard,0.6775,2,insufficient_funds,0
transaction,5041.14,69,SMA-2,0.3423,3,card_declined,0
transaction,3556.83,5,SMA-0,0.3784,2,insufficient_funds,1
transaction,13826.87,109,NPA,0.3149,2,insufficient_funds,0
transaction,12076.85,15,SMA-0,0.634,1,card_declined,1
transaction,15219.14,94,NPA,0.7425,2,otp_failure,0
loan,18925.82,81,SMA-2,0.6279,4,missed_emi,0
transaction,9235.45,112,NPA,0.8722,0,insufficient_funds,0
transaction,8406.7,41,SMA-1,0.2443,2,bank_downtime,1
transaction,19689.74,70,SMA-2,0.5881,0,bank_downtime,0
transaction,6198.85,30,SMA-0,0.83,0,otp_failure,1
transaction,6248.94,14,SMA-0,0.1961,5,card_declined,0
transaction,7413.69,37,SMA-1,0.2636,2,insufficient_funds,0
transaction,11509.58,13,SMA-0,0.465,2,card_declined,0
transaction,5420.29,115,NPA,0.544,2,otp_failure,0
transaction,18348.15,7,SMA-0,0.3349,3,insufficient_funds,0
loan,16955.85,53,SMA-1,0.3495,3,bank_downtime,0
transaction,17968.41,57,SMA-1,0.8138,0,otp_failure,0
loan,9656.38,47,SMA-1,0.6834,1,missed_emi,0
transaction,13302.97,61,SMA-2,0.8436,1,card_declined,0
loan,45814.35,9,SMA-0,0.4417,2,insufficient_funds,0
loan,12593.72,49,SMA-1,0.8127,1,insufficient_funds,0
transaction,19382.38,23,Standard,0.4141,4,otp_failure,1
transaction,9331.23,105,NPA,0.6256,2,card_declined,0
transaction,18941.44,74,SMA-1,0.498,2,insufficient_funds,0
transaction,13697.99,113,NPA,0.8116,1,card_declined,0
loan,18571.41,2,Standard,0.7376,2,insufficient_funds,1
loan,13473.61,23,SMA-0,0.4911,2,insufficient_funds,0
loan,18668.08,15,SMA-0,0.493,2,missed_emi,0
transaction,2313.84,0,Standard,0.7169,1,card_declined,1
loan,11474.06,19,SMA-0,0.6776,2,missed_emi,1
loan,9709.72,63,SMA-2,0.2265,3,missed_emi,0
transaction,8747.4,18,SMA-0,0.8651,2,otp_failure,0
transaction,16013.78,44,SMA-1,0.5523,2,otp_failure,0
loan,11362.26,95,NPA,0.1703,4,missed_emi,0
transaction,3041.25,65,SMA-1,0.6344,1,bank_downtime,1
loan,33954.3,33,SMA-1,0.1829,4,insufficient_funds,0
transaction,4345.07,31,SMA-1,0.3582,2,insufficient_funds,0
loan,9392.45,39,SMA-1,0.8048,0,missed_emi,1
transaction,3753.55,13,SMA-0,0.7444,1,insufficient_funds,0
transaction,18512.76,58,SMA-1,0.4517,2,bank_downtime,0
transaction,16518.69,30,SMA-0,0.9377,0,card_declined,1
loan,20932.91,88,SMA-2,0.3955,0,insufficient_funds,0
loan,34511.93,74,SMA-1,0.4398,2,insufficient_funds,0
transaction,10976.88,55,SMA-1,0.6687,0,otp_failure,0
transaction,13703.92,30,SMA-0,0.8277,0,card_declined,0
loan,35720.2,16,SMA-0,0.6508,0,insufficient_funds,0
transaction,12760.31,76,SMA-2,0.4428,2,otp_failure,0
loan,16974.56,42,SMA-1,0.3403,2,insufficient_funds,0
transaction,1260.63,17,SMA-0,0.6294,1,otp_failure,1
transaction,9383.55,15,SMA-0,0.7558,1,otp_failure,1
transaction,17873.99,12,SMA-0,0.9179,0,insufficient_funds,1
transaction,11605.2,77,SMA-2,0.4457,2,bank_downtime,0
loan,42457.6,18,Standard,0.1663,4,bank_downtime,0
transaction,19836.67,46,SMA-1,0.3068,4,insufficient_funds,0
transaction,3690.52,38,SMA-1,0.3221,4,card_declined,0
loan,36129.99,52,SMA-1,0.5515,5,bank_downtime,1
transaction,13648.72,93,NPA,0.5118,2,card_declined,0
transaction,19609.13,91,NPA,0.4686,2,card_declined,0
loan,49352.03,38,SMA-1,0.4412,4,bank_downtime,0
loan,35900.54,1,SMA-0,0.4851,2,insufficient_funds,0
transaction,5250.49,36,SMA-1,0.8114,0,bank_downtime,0
loan,40935.01,55,SMA-1,0.8219,0,missed_emi,1
loan,9816.31,49,SMA-1,0.638,1,missed_emi,0
transaction,15723.64,60,SMA-1,0.6542,0,card_declined,0
transaction,18248.82,12,Standard,0.4866,3,insufficient_funds,0
loan,22227.5,59,SMA-1,0.3417,5,insufficient_funds,0
loan,33378.59,14,SMA-0,0.3339,1,insufficient_funds,0
transaction,8887.78,73,SMA-2,0.4482,3,insufficient_funds,0
loan,24699.43,28,SMA-0,0.9394,0,insufficient_funds,1
loan,18966.69,67,SMA-2,0.3597,2,bank_downtime,0
transaction,15361.53,3,SMA-0,0.6406,1,insufficient_funds,1
transaction,18755.44,34,SMA-1,0.69,0,insufficient_funds,0
transaction,18844.64,67,SMA-2,0.9564,0,insufficient_funds,1
loan,12865.16,18,SMA-0,0.9198,0,bank_downtime,0
transaction,17557.5,79,SMA-2,0.8702,0,bank_downtime,0
transaction,14879.91,58,SMA-1,0.4934,2,bank_downtime,1
loan,16377.68,53,SMA-1,0.6128,3,insufficient_funds,0
loan,8027.81,29,SMA-0,0.2848,3,missed_emi,0
transaction,5725.95,41,SMA-1,0.3426,2,card_declined,0
loan,46049.37,54,SMA-1,0.5316,2,missed_emi,0
transaction,12846.98,40,SMA-1,0.7422,3,insufficient_funds,0
loan,37447.46,66,SMA-2,0.7355,2,missed_emi,0
transaction,5514.47,36,SMA-1,0.839,0,card_declined,0
transaction,14528.07,16,Standard,0.8545,0,insufficient_funds,1
loan,6265.47,17,SMA-1,0.4933,2,missed_emi,0
transaction,7818.77,0,Standard,0.6024,1,card_declined,1
transaction,12721.69,24,Standard,0.5826,3,card_declined,0
loan,11574.35,73,SMA-2,0.443,1,insufficient_funds,0
loan,42035.16,79,SMA-2,0.4272,4,missed_emi,0
loan,15576.41,16,SMA-1,0.6811,1,missed_emi,1
loan,34352.65,109,NPA,0.3256,3,missed_emi,0
transaction,8401.34,43,SMA-1,0.2984,0,insufficient_funds,0
transaction,12122.85,100,NPA,0.741,1,insufficient_funds,0
transaction,2595.29,67,SMA-2,0.3106,3,insufficient_funds,0
transaction,829.8,69,SMA-2,0.5288,2,card_declined,0
loan,45930.4,6,SMA-0,0.8148,4,missed_emi,1
transaction,5757.79,17,SMA-0,0.6875,1,card_declined,0
transaction,16483.7,0,Standard,0.278,3,insufficient_funds,1
transaction,19987.33,68,SMA-2,0.492,2,bank_downtime,0
loan,14514.41,28,SMA-1,0.1652,3,missed_emi,0
transaction,5670.83,78,SMA-2,0.8824,0,card_declined,1
transaction,13425.77,27,SMA-0,0.5519,2,card_declined,0
transaction,19326.25,83,SMA-2,0.8042,0,card_declined,0
loan,46211.65,10,SMA-0,0.4822,3,missed_emi,0
transaction,10306.07,13,SMA-0,0.9321,0,insufficient_funds,0
loan,40779.96,28,SMA-0,0.7903,1,insufficient_funds,0
loan,11108.56,34,SMA-1,0.5708,0,missed_emi,0
transaction,19560.04,28,Standard,0.6856,1,insufficient_funds,0
loan,48395.9,75,SMA-2,0.7868,1,missed_emi,0
loan,12367.8,7,SMA-0,0.0931,2,missed_emi,0
loan,18474.04,29,SMA-0,0.188,4,missed_emi,0
transaction,2453.02,86,SMA-2,0.7299,1,otp_failure,0
transaction,5798.49,5,SMA-0,0.5129,5,card_declined,0
loan,41718.01,106,NPA,0.3106,3,insufficient_funds,0
transaction,7877.15,117,NPA,0.55,1,bank_downtime,0
loan,8977.86,6,SMA-0,0.5583,1,insufficient_funds,0
loan,20400.15,23,SMA-0,0.6413,0,bank_downtime,1
loan,49162.25,31,SMA-1,0.3847,2,insufficient_funds,0
transaction,12778.83,77,SMA-1,0.3451,3,card_declined,0
transaction,8615.14,54,SMA-1,0.9447,1,insufficient_funds,0
loan,12494.23,59,SMA-1,0.8102,0,insufficient_funds,0
loan,49377.96,74,SMA-2,0.8354,0,insufficient_funds,0
transaction,16506.56,9,SMA-0,0.8055,0,otp_failure,1
loan,17666.48,85,SMA-2,0.5974,2,insufficient_funds,1
loan,8153.09,67,SMA-2,0.5137,1,missed_emi,0
transaction,1604.2,51,SMA-1,0.4576,4,insufficient_funds,0
transaction,2847.37,95,NPA,0.602,2,insufficient_funds,0
transaction,11824.99,66,NPA,0.6733,3,card_declined,0
transaction,18610.89,16,SMA-0,0.8693,0,card_declined,0
transaction,10186.5,36,SMA-1,0.4168,2,card_declined,0
loan,42932.55,43,SMA-1,0.1698,4,bank_downtime,0
transaction,9194.79,4,Standard,0.251,3,bank_downtime,1
transaction,14317.38,108,NPA,0.3043,0,bank_downtime,0
transaction,14771.52,10,SMA-0,0.2412,5,card_declined,0
transaction,3892.29,66,SMA-2,0.8065,2,card_declined,0
loan,21254.72,44,SMA-1,0.7588,0,missed_emi,0
transaction,12927.39,1,SMA-0,0.487,2,bank_downtime,0
transaction,1878.58,102,NPA,0.93,0,insufficient_funds,0
loan,21269.31,88,SMA-2,0.3818,4,insufficient_funds,0
transaction,10928.59,46,SMA-1,0.8697,1,insufficient_funds,1
transaction,19926.38,18,SMA-0,0.2411,2,card_declined,0
transaction,9753.4,9,SMA-0,0.3833,1,bank_downtime,0
transaction,16413.11,30,SMA-0,0.8463,0,card_declined,0
transaction,8925.31,20,SMA-0,0.4755,0,insufficient_funds,1
transaction,16029.62,44,SMA-1,0.3734,2,bank_downtime,1
transaction,12110.59,111,NPA,0.712,1,card_declined,0
loan,44896.79,51,SMA-0,0.5046,3,missed_emi,0
transaction,8513.38,95,NPA,0.7377,1,otp_failure,0
transaction,12283.94,60,SMA-2,0.743,1,card_declined,0
loan,33350.84,41,SMA-0,0.7448,0,missed_emi,0
transaction,8638.97,89,SMA-2,0.7173,1,insufficient_funds,0
loan,11494.04,40,SMA-2,0.2779,3,insufficient_funds,0
transaction,2324.41,91,NPA,0.4663,2,bank_downtime,0
loan,5750.22,23,SMA-0,0.6601,1,missed_emi,0
transaction,17533.92,10,SMA-0,0.6489,1,insufficient_funds,1
transaction,5111.26,89,SMA-2,0.7329,1,otp_failure,0
transaction,4624.38,53,SMA-1,0.6163,2,card_declined,0
loan,38121.59,95,NPA,0.8295,0,missed_emi,0
transaction,6740.31,105,NPA,0.3539,2,bank_downtime,0
transaction,10367.87,4,SMA-0,0.7645,2,card_declined,1
transaction,3668.97,43,SMA-1,0.3078,1,otp_failure,1
loan,48188.56,31,SMA-1,0.7356,1,insufficient_funds,0
transaction,17105.84,57,SMA-1,0.1996,3,bank_downtime,0
loan,43870.53,79,SMA-1,0.6876,3,missed_emi,0
transaction,8432.09,22,SMA-0,0.7418,2,insufficient_funds,0
